X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
2189,330,17,85,13,1176,178,218,178,1134,0
2236,271,35,108,26,782,109,226,243,703,0
2073,72,34,192,116,234,235,154,0,95,0
2296,279,9,242,33,912,196,241,184,780,0
2086,67,35,175,142,201,230,149,22,277,0
2562,240,30,395,-37,760,150,248,224,1205,0
2542,10,15,192,65,953,202,209,141,1036,0
2616,196,4,297,71,1705,219,243,160,1866,0
2212,87,10,218,15,108,236,223,118,285,0
2015,242,28,90,25,150,153,249,223,342,0
2366,167,12,0,0,495,230,244,145,902,0
2765,52,11,175,35,2382,226,217,124,2259,0
2333,178,14,228,83,882,225,248,151,361,0
2292,213,18,350,29,807,201,254,184,693,0
2532,157,10,319,44,891,232,242,140,1123,0
2063,328,24,170,52,216,154,203,185,706,0
2275,36,33,190,114,721,197,148,65,457,0
2863,190,17,339,87,3301,218,251,161,1661,0
2424,203,15,30,5,713,211,252,173,1041,0
2563,161,21,170,59,997,236,240,124,1583,0
2716,209,12,277,136,2695,211,251,173,1213,0
2323,123,36,201,107,1689,253,186,27,216,0
2514,47,34,300,107,1291,209,146,46,664,0
2153,51,23,234,144,446,224,184,83,459,0
2647,146,15,175,7,983,239,237,123,636,0
2335,205,10,234,60,582,215,249,169,725,0
2108,295,38,272,214,300,90,199,234,335,0
2310,63,13,182,69,190,231,213,112,1661,0
2501,293,14,324,32,67,181,236,195,649,0
2309,283,28,446,171,607,131,228,230,1624,0
2099,354,25,30,14,870,170,188,150,696,0
2648,344,6,488,89,702,208,230,161,1041,0
2293,118,21,234,105,1260,251,215,82,1057,1
2378,109,11,42,8,1142,240,227,116,732,0
2174,15,33,309,138,474,171,152,99,342,0
2320,79,11,0,0,331,235,220,115,661,1
2458,76,20,60,9,1222,240,199,80,1019,0
2251,285,31,192,121,618,119,222,234,633,0
2158,4,39,108,18,598,141,136,109,560,0
2434,333,13,426,241,1061,191,223,172,1019,0
2697,173,25,242,113,1793,226,243,133,1318,0
2316,83,11,30,8,997,235,221,116,886,0
2261,311,29,256,100,741,130,205,209,573,0
2609,173,11,391,95,752,227,245,149,1613,0
2648,176,21,134,69,1781,226,246,142,1221,0
2410,328,6,180,72,1209,206,233,166,849,0
2113,52,32,255,92,601,218,155,48,659,0
2426,193,26,108,63,531,207,250,162,1148,0
2185,285,23,270,183,395,149,232,220,134,0
2294,333,30,300,151,1064,139,187,179,511,0
2675,227,32,150,79,2926,159,250,211,1312,0
2209,323,30,95,51,1100,131,194,195,708,0
2103,25,4,0,0,1381,218,231,150,853,1
2287,303,23,124,62,924,151,223,209,306,0
1953,302,26,30,18,153,138,217,215,516,0
2439,141,22,270,-103,1230,246,228,100,1570,0
2522,47,33,319,114,1358,211,150,50,582,0
2485,310,16,371,205,426,174,227,192,674,0
2696,213,19,190,90,2620,199,254,185,1110,0
1971,269,41,90,81,120,86,217,250,182,0
2414,105,11,30,3,685,240,226,115,1572,0
1984,307,26,42,19,272,141,215,210,594,0
2395,98,13,258,36,1302,240,222,110,666,0
2317,351,27,60,27,1216,161,182,151,306,0
2186,103,19,108,7,216,248,212,84,408,0
2279,22,31,60,22,1531,185,159,95,1040,0
2756,121,6,210,26,2524,230,235,139,2212,0
2458,324,14,180,29,474,183,224,180,1820,0
2535,222,23,85,21,1050,185,254,197,1615,0
2429,121,15,60,-2,1786,244,227,108,153,0
2429,156,19,400,86,636,238,238,122,778,0
2296,230,20,384,176,1018,186,254,200,518,1
2885,102,23,660,252,2486,251,203,68,1880,0
2199,116,30,150,86,1008,254,195,44,384,1
2380,33,17,30,7,484,214,201,118,967,0
2650,205,4,421,122,760,217,243,162,1189,0
2047,115,25,30,9,711,253,207,66,674,1
1998,340,37,85,65,108,117,160,165,691,0
2136,203,20,0,0,1326,206,253,175,1351,1
2248,143,38,124,50,938,243,203,53,892,0
2220,178,11,201,84,150,225,246,153,365,0
2260,325,24,210,148,752,152,205,188,255,0
2668,232,25,234,40,3121,170,253,210,1521,0
2320,229,18,30,1,618,191,254,196,589,0
2624,203,11,0,0,1207,215,250,169,812,0
2469,125,4,60,0,1507,226,237,145,636,0
2249,17,34,242,124,1027,172,150,96,1203,0
2398,94,22,150,19,470,248,202,72,900,0
2117,45,4,0,0,1231,221,231,146,484,1
2337,206,11,342,226,934,213,250,171,424,1
2404,340,18,335,222,1167,180,212,169,1130,0
2349,9,27,285,196,1172,179,175,124,1273,0
2642,184,32,218,118,2330,208,241,141,1020,0
2316,331,29,335,-89,908,139,190,183,1356,0
2552,11,4,30,-5,1465,216,232,153,1120,0
2307,354,21,339,199,663,180,197,152,216,0
2245,357,27,30,18,1159,166,180,143,573,0
2029,245,33,120,39,175,136,244,231,335,0
2291,325,8,268,28,892,201,232,170,769,0
2535,213,29,30,5,1591,182,252,191,1168,0
2874,243,18,335,85,3394,183,251,204,1746,0
2194,254,16,258,151,300,181,249,204,876,0
2149,19,28,277,140,485,188,170,107,495,0
2364,100,15,150,20,524,244,218,100,703,0
2423,162,19,524,80,700,235,241,129,899,0
2592,228,22,216,92,1150,182,254,202,1187,0
2464,150,38,268,68,270,237,209,65,882,0
2227,316,24,272,66,674,148,211,199,540,0
2118,200,23,30,7,594,205,253,172,484,1
2442,84,10,0,0,457,234,224,121,1797,0
2202,299,10,0,0,1388,193,237,184,764,1
2306,111,26,212,109,858,253,203,61,1452,1
2145,337,17,0,0,787,181,215,171,1566,1
2390,305,20,180,51,30,160,224,203,607,0
2444,55,26,127,-4,849,225,174,66,859,0
2657,168,25,270,131,2249,230,240,126,927,0
2570,122,9,234,-7,1245,235,233,129,1302,0
2389,172,35,90,29,484,219,231,114,1165,0
2219,291,22,30,12,711,154,230,214,1626,0
2468,322,25,446,213,576,149,206,192,532,0
2830,115,13,513,100,2691,242,227,113,1950,0
2488,190,17,60,13,983,218,251,161,825,0
2368,117,16,134,34,234,245,224,103,716,0
2024,341,19,42,14,95,177,208,168,793,0
2478,130,19,240,13,430,247,226,99,942,0
2190,2,20,30,1,120,189,199,144,671,0
2549,229,44,212,123,1965,118,233,219,277,0
2397,294,25,210,68,247,142,224,219,604,0
2059,112,37,190,124,212,253,174,0,376,0
2589,194,18,376,44,2584,214,252,165,700,0
2669,105,29,90,36,2338,254,191,44,2460,0
2073,237,31,85,44,418,151,248,222,553,0
2385,202,28,60,33,339,195,251,174,990,0
2322,342,15,30,4,85,188,217,167,108,0
2604,13,13,391,117,752,207,213,142,997,0
2465,203,36,95,45,1480,178,244,175,674,0
2306,120,12,240,108,874,240,230,118,888,0
2429,292,20,180,52,324,160,232,210,525,0
2081,24,37,162,37,258,174,137,75,424,0
1930,335,23,0,0,30,163,203,176,600,0
2523,244,33,134,69,1368,137,244,230,1226,0
2472,142,22,255,30,2028,246,228,100,90,0
2328,117,16,192,54,175,245,224,103,1087,0
2106,300,15,0,0,1320,176,232,196,918,1
2572,218,21,170,45,942,193,254,191,1476,0
1987,205,5,30,0,120,217,244,164,192,0
2337,51,25,180,63,180,223,178,76,972,0
2458,221,18,134,54,947,196,254,190,1316,0
2369,40,4,170,29,1454,220,231,147,446,0
2541,130,16,30,4,1533,244,229,109,1470,0
2592,158,16,480,156,480,235,241,131,484,0
2584,230,21,297,79,902,183,254,202,1507,0
2237,72,23,228,107,1266,239,189,69,666,1
2446,74,17,85,21,713,238,205,92,1182,0
2629,14,4,258,25,1800,216,231,153,830,0
2387,153,15,255,62,309,237,240,130,787,0
2766,187,23,350,174,2971,215,249,155,1411,0
2201,12,45,90,40,658,136,112,80,564,0
2330,88,23,85,20,342,247,195,64,741,0
2514,304,16,466,250,469,174,230,196,677,0
2406,84,14,335,74,361,239,216,105,457,0
2810,101,21,474,177,2431,249,206,75,2065,0
2269,326,28,134,44,582,142,197,189,1831,0
2401,224,19,365,71,765,191,254,194,713,0
2412,322,18,268,79,0,172,219,186,518,0
2676,52,8,516,26,808,225,223,133,1180,0
2363,347,32,300,207,1209,145,172,154,1224,0
2439,242,22,228,20,134,171,252,213,390,0
2237,136,26,150,79,1440,249,219,81,830,1
2314,97,36,319,210,872,251,166,12,361,1
2334,52,10,212,47,569,226,218,125,660,0
2547,43,9,134,43,1194,222,220,132,1110,0
2667,201,13,228,21,1745,214,251,169,192,0
2466,203,27,150,57,1328,195,252,177,900,0
2592,228,24,212,80,916,176,253,205,1556,0
2216,63,7,218,80,150,226,226,134,342,0
2240,129,23,0,0,1536,250,219,83,677,1
2400,59,25,361,88,1495,230,178,66,277,0
2275,315,12,30,4,968,187,230,183,430,1
2417,131,16,150,74,573,244,230,111,525,0
2423,351,23,228,107,319,174,195,155,228,0
2514,150,12,67,9,902,235,240,133,1507,0
2620,150,22,120,36,1598,242,233,109,2620,0
2271,28,23,60,35,1366,203,182,105,874,0
2134,346,40,150,82,1018,114,145,148,560,0
2379,71,21,324,72,949,238,196,79,926,0
2200,127,32,30,17,1294,253,201,49,997,1
2337,146,31,150,81,1426,244,217,76,488,0
2697,129,10,67,0,1931,237,234,127,256,0
2533,309,3,330,29,60,211,237,165,2016,0
2331,324,15,124,83,1061,180,223,182,854,0
1960,116,16,30,4,60,246,223,101,285,0
2296,112,29,201,75,552,254,194,45,1740,1
2600,42,25,192,84,1348,215,176,83,1731,0
2053,32,25,430,85,488,205,177,96,201,0
2529,131,21,95,35,1142,248,224,93,552,0
2247,298,35,90,48,1406,104,204,228,752,0
2375,31,25,295,131,1418,204,177,96,664,0
2407,137,11,150,61,180,238,236,127,600,0
2432,193,25,120,72,467,208,250,162,1142,0
2394,131,18,255,24,1237,246,228,104,726,0
2299,120,34,108,58,361,254,191,35,1860,1
2490,64,16,95,15,1053,233,206,100,938,0
2326,261,17,400,64,258,177,247,207,607,0
2407,185,14,361,77,787,222,249,157,706,0
2410,118,21,127,54,870,250,216,83,1110,0
2412,225,18,484,214,342,194,254,193,845,0
2087,89,37,30,25,390,246,155,4,760,0
2290,127,7,0,0,255,232,236,136,510,1
2549,22,13,319,86,990,212,213,136,1565,0
2510,196,31,228,103,1292,196,247,164,1020,0
2620,77,14,484,75,1100,237,212,103,842,0
1988,54,43,108,87,150,204,114,3,543,0
2066,310,27,150,61,201,137,210,209,684,0
2444,334,12,339,227,1134,193,224,170,934,0
2205,192,22,134,69,212,212,251,163,430,0
2221,79,33,242,159,180,241,160,22,268,0
2566,313,32,212,152,350,120,198,209,942,0
2602,188,11,301,-1,1414,221,248,160,1026,0
2152,55,31,175,83,240,221,158,48,716,0
2424,195,24,95,28,1072,208,251,166,1235,0
2548,92,12,162,44,1442,239,221,110,1371,0
2106,23,23,42,-1,513,200,183,111,648,0
1983,118,28,42,23,90,254,202,55,272,0
2083,253,33,85,55,379,127,239,237,595,0
2585,153,18,30,6,1518,239,238,121,2639,0
2603,139,22,120,21,1552,247,227,96,2568,0
2510,109,23,192,41,942,252,206,69,713,0
2328,336,28,192,36,1101,146,189,175,1138,0
2661,235,14,30,5,1945,196,252,191,1861,0
2581,40,22,162,-18,836,215,185,94,1199,0
2803,157,21,579,169,2658,238,238,119,2001,0
2594,259,35,324,-5,540,118,235,241,1158,0
2551,31,15,371,133,1180,215,207,125,1130,0
2161,315,14,0,0,1100,182,228,185,450,0
2539,190,9,67,8,2089,220,248,161,1987,0
2543,130,8,547,62,888,234,236,133,1183,0
2626,177,20,60,21,2040,225,247,145,1517,0
2150,348,15,60,12,771,192,215,161,1546,0
2148,56,20,0,0,663,229,193,89,934,1
2603,16,3,319,93,1517,217,232,153,1702,0
2413,322,24,134,71,1057,151,208,193,1170,0
2231,325,32,30,21,832,124,186,192,600,0
2268,322,13,30,2,940,186,226,180,443,1
2428,317,26,433,197,824,143,207,200,277,0
2609,92,14,242,64,1664,241,217,103,1776,0
2466,55,21,212,58,1475,228,191,87,474,0
2289,251,14,150,27,258,189,249,197,351,0
2758,168,21,467,28,2486,231,243,134,2160,0
2026,171,28,30,0,417,226,239,125,607,0
2711,111,17,395,132,1549,247,220,96,990,0
2277,13,17,30,9,330,201,202,135,702,0
2456,141,13,108,15,335,239,236,124,960,0
2575,151,30,571,167,553,242,224,89,1332,0
2095,25,35,192,147,268,180,144,78,391,0
2229,278,38,216,126,553,92,214,246,577,0
2527,297,7,351,44,210,201,238,176,1879,0
2570,180,10,108,21,1298,224,247,155,1218,0
2389,69,17,175,61,339,236,204,94,693,0
2559,156,12,90,0,1379,234,241,136,2363,0
2106,322,16,228,102,350,179,223,183,582,0
2405,25,24,30,14,459,200,182,108,960,0
2278,344,30,228,166,713,145,177,161,201,0
2469,67,4,182,18,828,223,232,144,1113,0
2584,123,33,30,8,1422,253,194,39,323,0
2683,135,8,42,5,2024,233,237,135,1718,0
2331,291,30,60,29,1410,125,220,228,837,0
2295,154,34,30,15,1591,237,218,80,671,0
2392,92,12,182,18,540,238,222,112,840,0
2753,345,7,384,76,1602,207,230,161,1995,0
2569,102,28,120,34,1020,253,190,45,576,0
2451,292,26,108,45,696,138,225,222,1574,0
2560,2,17,488,-39,924,194,205,147,1034,0
2391,271,35,268,177,693,111,227,243,1638,0
2510,256,27,182,113,335,146,244,229,323,0
2546,185,30,30,16,2546,210,244,147,872,0
2498,302,7,607,271,849,200,237,177,371,0
2219,0,14,0,0,1140,199,214,151,384,1
2346,49,22,108,14,450,223,186,87,553,0
2291,319,21,339,121,624,162,216,192,457,0
2403,303,31,283,202,721,119,207,221,1597,0
2562,166,28,162,2,1180,230,236,118,1383,0
2250,345,32,124,65,540,142,173,159,540,0
2336,118,18,124,49,470,248,221,94,700,0
2538,128,8,457,35,962,233,235,134,1323,0
2103,38,22,134,51,1064,213,185,97,466,0
2671,159,8,551,2,713,229,242,145,1307,0
2022,79,32,124,39,212,242,166,30,607,0
2306,15,15,350,82,1061,206,209,138,342,0
2162,8,23,42,20,1129,186,187,132,466,0
2586,130,20,127,20,1239,248,224,94,1397,0
2068,300,38,212,171,234,91,194,229,300,0
2088,248,30,108,82,300,143,245,230,256,0
2546,172,20,67,9,1425,229,245,139,792,0
2263,140,39,216,143,1032,244,197,43,443,1
2107,175,32,190,88,560,218,237,126,297,0
2342,8,37,331,152,841,150,141,106,1449,0
2837,106,20,638,208,2652,249,211,81,1874,0
2395,65,29,379,5,1168,232,170,50,808,0
2577,180,20,256,42,1431,223,248,148,2058,0
2565,153,16,180,27,1128,238,239,125,1177,0
2606,163,19,42,6,1464,234,242,131,335,0
2410,52,3,170,3,612,221,233,149,918,0
2647,82,19,268,90,2164,242,204,84,765,0
2428,175,29,150,69,457,222,240,130,1106,0
2645,220,27,175,98,1784,179,253,199,258,0
2144,64,26,283,200,309,233,177,60,277,0
2386,343,24,150,75,255,164,195,165,150,0
2120,335,20,228,116,390,171,209,175,525,0
2559,125,9,42,5,1756,236,234,128,1809,0
2362,61,9,124,-5,594,227,222,128,752,0
2238,134,32,277,151,691,250,207,58,190,1
2773,144,12,240,17,882,237,238,129,612,0
2527,187,21,30,2,1189,217,250,156,1405,0
2549,118,17,277,101,592,247,223,99,960,0
2585,350,18,499,199,797,185,207,158,1115,0
2167,281,15,30,6,1095,177,240,203,451,0
2417,178,22,85,14,1103,224,246,143,1158,0
2497,11,14,242,69,908,204,210,141,1182,0
2561,163,9,30,-1,1425,229,243,146,1061,0
2186,166,30,95,14,752,230,234,113,780,0
2179,112,25,30,5,1421,253,204,63,537,1
2549,177,13,192,53,1022,226,247,151,1235,0
2576,351,17,480,89,840,188,209,157,1110,0
2549,5,13,503,172,930,204,215,148,1205,0
2608,79,17,277,80,547,240,207,92,1591,0
1987,144,21,90,11,190,244,231,105,488,0
2133,349,25,60,12,700,165,189,156,488,0
2327,314,26,277,166,865,143,209,202,595,0
2340,300,16,134,46,932,173,232,198,618,0
2038,50,17,408,71,474,226,200,102,283,0
2342,69,27,339,154,1455,236,175,53,216,0
2011,41,17,150,32,330,219,199,109,424,0
2407,273,29,295,175,1215,130,233,234,900,0
2375,214,5,379,207,1423,215,245,166,698,0
2380,186,6,454,159,607,221,245,158,1714,1
2369,149,36,342,79,828,240,212,68,395,1
2620,140,22,612,212,582,247,227,96,1381,0
2629,210,13,351,101,785,209,252,176,1316,0
2337,30,22,335,130,153,208,188,107,1489,0
2472,57,13,268,116,566,228,212,115,768,0
2644,95,13,437,109,1650,241,220,106,2188,0
2045,281,32,85,22,379,115,223,238,607,0
2413,75,27,124,26,725,241,178,50,741,0
2261,103,28,67,33,1565,253,192,47,295,0
2337,122,23,216,108,967,251,215,79,765,0
2257,314,31,120,22,1200,124,199,207,598,0
2186,227,32,458,143,499,157,249,212,937,0
2253,283,34,313,169,1338,107,218,239,745,0
2537,196,28,95,37,1221,201,249,165,492,0
2017,354,14,153,22,210,196,215,156,150,0
2360,77,11,60,-5,564,234,220,117,785,0
2412,97,23,212,46,677,250,200,66,618,0
2403,339,28,433,189,1015,148,187,170,134,0
2333,347,25,212,136,1396,164,191,159,931,0
2658,137,20,180,79,1698,246,228,102,1140,0
2591,113,22,626,-8,666,251,212,77,1273,0
2000,66,37,108,17,170,227,140,12,573,0
2501,90,16,210,51,830,243,212,94,443,0
2223,70,19,42,-2,930,237,198,85,972,0
2415,51,25,283,-16,725,223,177,74,696,0
2475,178,7,0,0,953,224,245,155,808,0
2564,230,20,30,7,1565,185,254,201,732,0
2131,110,29,313,191,335,254,194,45,365,0
2450,174,25,216,58,228,226,243,134,853,0
2311,136,17,108,54,1045,244,231,110,865,0
2475,192,18,60,17,2012,216,251,163,301,0
2591,355,21,95,51,1412,181,198,151,618,0
2599,160,13,395,94,789,233,242,138,1458,0
2346,141,21,108,47,900,246,229,101,842,0
2758,140,7,182,28,2547,231,238,139,2167,0
2419,106,23,95,32,633,252,205,69,360,0
2629,120,16,443,94,1622,246,225,103,2093,0
2313,286,18,42,0,560,166,236,209,391,0
2427,319,26,212,103,277,145,207,197,313,0
2115,323,9,42,5,1158,197,231,173,1276,1
2389,320,28,150,59,725,137,201,197,488,0
2232,141,29,0,0,1434,248,218,77,949,1
2362,27,8,488,168,967,217,222,141,1406,0
2488,145,27,268,109,295,245,224,89,1001,0
2453,67,13,108,28,706,233,213,110,1200,0
2189,2,36,85,50,1224,148,149,120,1448,0
2298,321,36,150,90,268,106,179,199,1250,0
2626,77,16,162,84,1782,239,209,96,977,0
2279,339,8,201,94,601,203,228,164,484,0
2347,328,14,190,38,1348,185,222,177,402,0
2068,27,27,30,14,543,197,169,95,598,0
2354,3,12,469,229,1034,204,217,150,1354,0
2383,318,25,90,41,1120,147,209,198,1110,0
2518,148,28,480,110,454,244,225,90,1224,0
2267,291,31,60,20,342,117,216,231,849,0
2320,65,10,150,40,604,230,221,123,750,0
2684,126,8,212,26,1889,234,235,132,2440,0
2430,357,16,295,118,404,193,210,153,297,0
2500,299,15,268,62,313,176,233,197,1889,0
2443,253,5,339,181,1400,209,243,173,577,0
2211,355,29,85,60,1365,159,174,143,1289,0
2251,292,30,150,79,1182,123,218,228,594,0
2625,75,13,679,18,830,236,214,107,1114,0
2478,83,12,60,-10,1248,237,219,112,960,0
2337,13,12,0,0,959,208,216,143,1440,1
2507,4,10,192,59,1201,207,221,151,918,0
2337,226,28,42,20,618,170,252,207,543,0
2475,70,29,90,34,1783,236,169,44,391,0
2559,169,22,212,75,891,230,242,131,819,0
2510,300,13,319,74,228,183,234,191,1956,0
2599,207,23,255,168,1897,198,254,181,421,0
2564,108,20,481,-35,808,250,212,81,1150,0
2201,323,19,255,153,297,168,216,187,834,0
2282,278,23,424,112,616,151,236,222,495,0
2081,327,33,60,37,85,124,183,189,942,0
2255,323,31,150,-36,1339,130,193,195,902,0
2382,353,28,424,175,1082,162,180,148,108,0
2258,60,35,201,97,713,223,146,27,446,0
2351,126,12,42,0,408,241,231,118,816,0
2283,356,21,124,46,1410,183,198,150,987,0
2118,316,21,335,110,437,161,218,195,175,0
2714,114,9,295,76,2505,236,231,125,1001,0
2480,43,18,153,37,808,221,198,106,934,0
2555,179,17,30,0,1289,225,248,150,1442,0
2445,163,8,339,189,1485,228,242,147,497,0
2494,104,14,0,0,1082,243,221,105,600,0
2478,140,15,192,37,270,241,235,120,1034,0
2585,194,24,242,46,1399,208,251,165,2007,0
2660,211,33,124,72,2816,174,249,189,1209,0
2157,151,33,67,37,1087,240,218,79,446,1
2673,205,11,90,17,1919,214,250,170,1864,0
2180,40,27,120,59,1114,211,169,78,1177,0
2403,321,25,247,73,691,147,206,195,598,0
2378,347,20,376,167,1050,178,204,162,67,0
2340,116,20,30,8,192,250,217,86,757,0
2328,335,15,300,65,949,185,218,172,849,0
2317,356,32,182,117,1410,152,166,139,960,0
2681,147,25,108,33,2156,244,228,97,2471,0
2206,283,37,175,103,558,97,213,242,612,0
2368,45,3,0,0,551,220,233,150,1341,0
2509,301,12,309,40,42,185,234,189,633,0
2340,103,13,134,53,497,242,222,108,696,0
2349,10,21,0,0,1290,193,193,132,947,0
2367,319,24,190,103,553,149,209,195,573,0
2435,32,31,127,34,1195,197,158,79,872,0
2613,304,16,391,9,1909,175,230,195,731,0
2602,223,31,30,22,2824,166,251,206,1124,0
2250,57,30,300,178,553,225,161,49,258,1
2215,302,21,362,41,474,158,225,206,324,0
2578,186,17,300,69,2067,221,250,157,1825,0
2401,90,28,85,26,726,249,184,46,1124,0
2409,18,11,297,104,424,211,217,142,351,0
2467,240,10,162,50,182,201,249,186,331,0
2425,141,10,85,3,1812,236,237,131,134,0
2619,190,23,150,-9,1168,213,250,158,902,0
2631,165,3,218,27,1699,222,240,154,811,0
2176,162,27,42,4,811,234,235,113,841,0
2258,162,41,153,60,824,222,213,80,845,0
2622,246,21,258,22,591,173,251,212,1208,0
2442,109,23,67,20,735,252,208,71,285,0
2499,135,12,30,-1,1142,239,235,124,1521,0
2010,47,25,30,9,216,219,176,78,459,0
2301,32,9,404,209,660,218,221,139,277,0
2128,82,39,255,171,297,239,144,0,150,0
2642,95,9,300,105,497,234,227,124,1531,0
2221,117,27,85,34,1018,254,204,60,1273,1
2252,66,3,0,0,446,222,233,147,516,1
2214,303,25,351,169,430,142,218,212,247,0
2357,79,12,212,58,437,236,218,112,612,0
2248,125,43,216,137,949,248,171,5,362,1
2610,153,24,201,47,1473,241,233,107,977,0
2558,230,32,362,-41,663,155,249,215,1310,0
2313,323,36,268,161,1250,110,178,195,745,0
2627,180,31,95,44,1900,214,241,137,1348,0
2344,150,32,297,1,426,241,220,81,700,0
2397,96,26,90,54,534,251,193,55,474,0
2367,2,26,361,223,1068,174,181,136,1243,0
2377,265,22,90,39,1321,159,244,220,875,0
2579,128,17,256,44,1440,245,228,106,2125,0
2456,219,35,85,47,1397,160,247,202,782,0
2405,123,14,283,164,335,243,229,112,1867,1
2580,142,6,85,2,892,229,239,143,1445,0
2067,143,24,90,9,658,246,227,95,830,0
2712,172,18,272,128,1725,229,245,141,1200,0
2620,104,32,560,212,532,253,182,30,1442,0
2488,93,27,30,-2,1599,250,189,49,1057,0
2594,149,11,247,49,1611,234,240,135,1719,0
2462,16,13,598,72,1172,208,213,140,443,0
2546,173,21,192,62,870,228,245,138,832,0
2604,128,13,424,168,430,242,231,116,390,0
1925,26,39,30,17,60,171,127,64,319,0
2037,86,42,120,97,150,239,135,0,319,0
2193,346,43,67,56,721,102,133,144,534,0
2300,345,31,256,8,1106,144,175,159,1142,0
2647,200,15,342,7,1022,214,252,169,940,0
2055,4,17,124,48,170,195,205,145,721,0
2420,92,17,127,34,968,244,212,92,937,0
2214,331,37,258,119,480,111,168,182,417,0
2484,103,24,30,9,912,251,202,65,785,0
2340,345,13,256,93,573,194,219,163,674,0
2697,196,17,162,0,1991,213,252,167,335,0
2300,273,20,67,2,532,164,241,215,408,0
1963,280,26,124,72,120,140,232,227,484,0
2636,157,23,150,52,1640,239,236,115,2631,0
2348,133,32,170,89,1419,251,206,57,509,0
2061,122,36,342,156,350,253,186,27,815,0
2263,308,39,150,83,1183,88,185,221,469,0
2553,187,14,180,50,1006,221,249,158,1396,0
2295,100,18,95,20,150,246,213,89,277,0
2755,67,13,150,25,2521,233,213,110,2134,0
2261,297,23,371,220,446,149,225,214,765,0
2374,349,27,192,122,1294,159,183,155,1140,0
2747,135,4,319,79,2781,226,238,146,1230,0
2597,209,17,90,28,1422,205,254,179,1482,0
2620,297,10,390,145,2266,193,237,184,433,0
2333,306,11,319,39,1224,189,234,184,871,0
2312,78,10,424,88,1107,233,222,120,430,0
2580,32,6,201,-14,1354,219,226,144,1261,0
2402,351,10,234,98,361,203,224,159,306,0
2230,133,18,30,5,525,246,228,104,1786,1
2035,312,39,162,129,255,92,181,213,426,0
